year,id,sent,msgType,event_text,event_code,matched_keyword,snippet
2024,25df87dc-6568-4441-8fdc-dd92a320c997,2024-08-30T02:13:05.000Z,Alert,Local Area Emergency,LAE,missing endangered,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>66d128a43fedd919185628eb</identifier><sender>jason.matheson@dps.ok.gov</sender><sent>2024-08-29T21:13:05-05:00</sent><status>Actual</status><msgType>Alert</msgType><source>GSS Alert Studio</source><scope>Public</scope><code>IPAWSv1.0</code><info><language>en-US</language><category>Safety</category><event>Local Area Emergency</event><r"
2024,4eabed66-119e-4eb9-ab6c-1fabe512a779,2024-08-30T05:34:54.000Z,Alert,Administrative Message,ADR,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>AS-AZ-3c7e1087-2abc-48d5-b995-82e1b6590b37</identifier><sender>kcommisso@azdps.gov</sender><sent>2024-08-29T23:34:54-06:00</sent><status>Actual</status><msgType>Alert</msgType><source>AlertSense</source><scope>Public</scope><addresses></addresses><code>IPAWSv1.0</code><info><language>en-US</language><category>Other</category><event>Ad"
2024,2a3713a3-d69e-4fbb-9989-c0c419a8a59b,2024-08-31T04:24:15.000Z,Alert,Law Enforcement Warning,LEW,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>1783890507231250</identifier><sender>200230_California_Highway_Patrol_CA_California_Highway_Patrol</sender><sent>2024-08-30T21:24:15-07:00</sent><status>Actual</status><msgType>Alert</msgType><source>California Highway Patrol</source><scope>Public</scope><code>IPAWSv1.0</code><info><language>en-US</language><category>Safety</category>"
2024,34b42943-98ef-4990-b3e9-d84d49814ecd,2024-09-02T01:21:26.000Z,Alert,Law Enforcement Warning,LEW,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>1783959226732240</identifier><sender>201794_DCI_WI_Department_of_Justice</sender><sent>2024-09-01T20:21:26-05:00</sent><status>Actual</status><msgType>Alert</msgType><source>WI Department of Justice</source><scope>Public</scope><code>IPAWSv1.0</code><info><language>en-US</language><category>Safety</category><event>Law Enforcement Warn"
2024,67642e46-4d07-48f4-a4c2-c9efb3272979,2024-09-02T02:06:56.000Z,Cancel,Law Enforcement Warning,LEW,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>1784096665692333</identifier><sender>WI_Department_of_Justice</sender><sent>2024-09-01T21:06:56-05:00</sent><status>Actual</status><msgType>Cancel</msgType><source>WI Department of Justice</source><scope>Public</scope><code>IPAWSv1.0</code><references>201794_DCI_WI_Department_of_Justice,1783959226732240,2024-09-01T20:21:26-05:00</refe"
2024,a13f90f4-128d-4b39-b7b0-a32752280e4a,2024-09-02T21:56:55.000Z,Alert,Law Enforcement Warning,LEW,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>1784165385178365</identifier><sender>200230_California_Highway_Patrol_CA_California_Highway_Patrol</sender><sent>2024-09-02T14:56:55-07:00</sent><status>Actual</status><msgType>Alert</msgType><source>California Highway Patrol</source><scope>Public</scope><code>IPAWSv1.0</code><info><language>en-US</language><category>Safety</category>"
2024,ee201071-ccec-43d3-a37b-7378f0d74325,2024-09-04T10:53:03.000Z,Alert,Administrative Message,ADR,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>AS-AZ-a4cbf981-d0ff-43fe-84f0-159ce60a8d15</identifier><sender>glashewich@azdps.gov</sender><sent>2024-09-04T04:53:03-06:00</sent><status>Actual</status><msgType>Alert</msgType><source>AlertSense</source><scope>Public</scope><addresses></addresses><code>IPAWSv1.0</code><info><language>en-US</language><category>Other</category><event>A"
2024,dc2aafe0-a8e3-4d57-b91d-877d003ef78f,2024-09-04T15:13:05.000Z,Alert,Law Enforcement Warning,LEW,missing endangered,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>1783890507307657</identifier><sender>201341_Alert_Martin_FL_Martin_County_EMA</sender><sent>2024-09-04T11:13:05-04:00</sent><status>Actual</status><msgType>Alert</msgType><source>Stuart Police Department</source><scope>Public</scope><code>IPAWSv1.0</code><info><language>en-US</language><category>Safety</category><event>Law Enforcement"
2024,622e4d99-5e94-4c20-9911-6ce241c6ab0a,2024-09-05T01:03:28.000Z,Alert,Civil Emergency Message,CEM,missing endangered,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>1788769590051209</identifier><sender>200291_AlertJax_FL_Duval_County</sender><sent>2024-09-04T21:03:28-04:00</sent><status>Actual</status><msgType>Alert</msgType><source>Law Enforcement Agency</source><scope>Public</scope><addresses>1282 Kings Rd, Jacksonville, FL 32204</addresses><code>IPAWSv1.0</code><info><language>en-US</language>"
2024,bb8bfc84-8e33-4afd-9433-466f39d14c47,2024-09-05T02:38:35.000Z,Alert,Law Enforcement Warning,LEW,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>1784096665746907</identifier><sender>200230_California_Highway_Patrol_CA_California_Highway_Patrol</sender><sent>2024-09-04T19:38:35-07:00</sent><status>Actual</status><msgType>Alert</msgType><source>California Highway Patrol</source><scope>Public</scope><code>IPAWSv1.0</code><info><language>en-US</language><category>Safety</category>"
2024,d68280fc-cc09-45f7-818d-341c940136ae,2024-09-05T21:49:01.000Z,Alert,Local Area Emergency,LAE,missing person,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>test-lac-860221-1725572941241</identifier><sender>costellop@nashuapd.com</sender><sent>2024-09-05T22:49:01+01:00</sent><status>Actual</status><msgType>Alert</msgType><scope>Public</scope><code>IPAWSv1.0</code><incidents>incidents</incidents><info><language>en-US</language><category>Safety</category><event>Local Area Emergency</event><"
2024,b21df511-f76f-4c2f-a12c-4abdd38b3aa7,2024-09-06T03:53:35.000Z,Alert,Administrative Message,ADR,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>AS-AZ-8c8886ec-5373-46a9-81ad-3f552b8f6987</identifier><sender>MBEVERLY@AZDPS.GOV</sender><sent>2024-09-05T21:53:35-06:00</sent><status>Actual</status><msgType>Alert</msgType><source>AlertSense</source><scope>Public</scope><addresses></addresses><code>IPAWSv1.0</code><info><language>en-US</language><category>Other</category><event>Adm"
2024,6a2686c1-a9d7-4763-bb9e-f44a46c4aa39,2024-09-06T12:27:09.000Z,Alert,Administrative Message,ADR,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>AS-AZ-c63edb5e-80b6-4de0-beb1-c35acaf6906f</identifier><sender>kcommisso@azdps.gov</sender><sent>2024-09-06T06:27:09-06:00</sent><status>Actual</status><msgType>Alert</msgType><source>AlertSense</source><scope>Public</scope><addresses></addresses><code>IPAWSv1.0</code><info><language>en-US</language><category>Other</category><event>Ad"
2024,c8886719-7b75-4abf-bc95-8296c23acc5b,2024-09-09T00:15:35.000Z,Alert,Law Enforcement Warning,LEW,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>1783959226830288</identifier><sender>200230_California_Highway_Patrol_CA_California_Highway_Patrol</sender><sent>2024-09-08T17:15:35-07:00</sent><status>Actual</status><msgType>Alert</msgType><source>California Highway Patrol</source><scope>Public</scope><code>IPAWSv1.0</code><info><language>en-US</language><category>Safety</category>"
2024,070001c2-be89-4811-a838-844bcf3ea22a,2024-09-09T00:17:18.000Z,Alert,Administrative Message,ADR,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>AS-AZ-6c27795f-dc3f-4c56-aec6-b58c9ee9fad2</identifier><sender>galegria@azdps.gov</sender><sent>2024-09-08T18:17:18-06:00</sent><status>Actual</status><msgType>Alert</msgType><source>AlertSense</source><scope>Public</scope><addresses></addresses><code>IPAWSv1.0</code><info><language>en-US</language><category>Other</category><event>Adm"
2024,3fc7b468-e7c7-4b61-9102-7813edbeb9e6,2024-09-09T19:47:45.000Z,Alert,Law Enforcement Warning,LEW,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>1791071692531399</identifier><sender>200230_California_Highway_Patrol_CA_California_Highway_Patrol</sender><sent>2024-09-09T12:47:45-07:00</sent><status>Actual</status><msgType>Alert</msgType><source>California Highway Patrol</source><scope>Public</scope><code>IPAWSv1.0</code><info><language>en-US</language><category>Safety</category>"
2024,5aa5aa89-6090-42ba-b317-46a9266463fc,2024-09-09T19:59:43.000Z,Alert,Administrative Message,ADR,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>AS-AZ-045fbc31-b6aa-403b-963d-21ff8c5b3176</identifier><sender>vleon@azdps.gov</sender><sent>2024-09-09T13:59:43-06:00</sent><status>Actual</status><msgType>Alert</msgType><source>AlertSense</source><scope>Public</scope><addresses></addresses><code>IPAWSv1.0</code><info><language>en-US</language><category>Other</category><event>Admini"
2024,b1b482e4-2a1b-4e24-9cf1-b771c0d2472e,2024-09-10T00:52:52.000Z,Alert,Administrative Message,ADR,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>AS-AZ-a2645255-b7c8-4553-8496-7401f6aaccb7</identifier><sender>galegria@azdps.gov</sender><sent>2024-09-09T18:52:52-06:00</sent><status>Actual</status><msgType>Alert</msgType><source>AlertSense</source><scope>Public</scope><addresses></addresses><code>IPAWSv1.0</code><info><language>en-US</language><category>Other</category><event>Adm"
2024,52b2657c-e719-405d-b8ea-11e33fa78a43,2024-09-10T21:18:10.000Z,Alert,Law Enforcement Warning,LEW,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>1791071692552163</identifier><sender>200230_California_Highway_Patrol_CA_California_Highway_Patrol</sender><sent>2024-09-10T14:18:10-07:00</sent><status>Actual</status><msgType>Alert</msgType><source>California Highway Patrol</source><scope>Public</scope><code>IPAWSv1.0</code><info><language>en-US</language><category>Safety</category>"
2024,6f91f76a-49d8-427f-9779-28e2ad780918,2024-09-10T21:44:55.000Z,Cancel,Law Enforcement Warning,LEW,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>1791037332811860</identifier><sender>CA_California_Highway_Patrol</sender><sent>2024-09-10T14:44:55-07:00</sent><status>Actual</status><msgType>Cancel</msgType><source>California Highway Patrol</source><scope>Public</scope><code>IPAWSv1.0</code><references>200230_California_Highway_Patrol_CA_California_Highway_Patrol,1791071692552163,"
2024,d2c6d05f-4ff1-46b7-8e25-a6bd982cb984,2024-09-11T16:49:20.000Z,Alert,Law Enforcement Warning,LEW,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>1791243491248190</identifier><sender>200230_California_Highway_Patrol_CA_California_Highway_Patrol</sender><sent>2024-09-11T09:49:20-07:00</sent><status>Actual</status><msgType>Alert</msgType><source>California Highway Patrol</source><scope>Public</scope><code>IPAWSv1.0</code><info><language>en-US</language><category>Safety</category>"
2024,727ff90b-04ea-47fd-be2b-d8d4e658f80f,2024-09-11T23:51:30.000Z,Alert,Law Enforcement Warning,LEW,endangered missing,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>1791037332833579</identifier><sender>200230_California_Highway_Patrol_CA_California_Highway_Patrol</sender><sent>2024-09-11T16:51:30-07:00</sent><status>Actual</status><msgType>Alert</msgType><source>California Highway Patrol</source><scope>Public</scope><code>IPAWSv1.0</code><info><language>en-US</language><category>Safety</category>"
2024,ad143fc7-71f2-49dd-b938-44ce03d71192,2024-09-12T17:23:00.000Z,Alert,Law Enforcement Warning,LEW,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>1791277851010616</identifier><sender>200230_California_Highway_Patrol_CA_California_Highway_Patrol</sender><sent>2024-09-12T10:23:00-07:00</sent><status>Actual</status><msgType>Alert</msgType><source>California Highway Patrol</source><scope>Public</scope><code>IPAWSv1.0</code><info><language>en-US</language><category>Safety</category>"
2024,966cd258-c9c4-4aea-99a4-0e5705fd55bd,2024-09-14T04:22:10.000Z,Alert,Administrative Message,ADR,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>AS-AZ-2fac43cb-5d81-4e6b-a038-f1aa06e8e7e3</identifier><sender>MBEVERLY@AZDPS.GOV</sender><sent>2024-09-13T22:22:10-06:00</sent><status>Actual</status><msgType>Alert</msgType><source>AlertSense</source><scope>Public</scope><addresses></addresses><code>IPAWSv1.0</code><info><language>en-US</language><category>Other</category><event>Adm"
2024,402ff227-89cd-4f4c-80c5-33a7cb85c1c9,2024-09-14T15:41:01.000Z,Alert,Local Area Emergency,LAE,missing endangered,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>1795916415634091</identifier><sender>200291_AlertJax_FL_Duval_County</sender><sent>2024-09-14T11:41:01-04:00</sent><status>Actual</status><msgType>Alert</msgType><source>JSO</source><scope>Public</scope><addresses>6100 Ramar Ct.</addresses><code>IPAWSv1.0</code><info><language>en-US</language><category>Safety</category><event>Local Ar"
2024,9754ab41-a647-485a-8d7a-bf1dd3b4a72d,2024-09-14T15:59:41.000Z,Cancel,Local Area Emergency,LAE,missing endangered,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>1795916415634106</identifier><sender>FL_Duval_County</sender><sent>2024-09-14T11:59:41-04:00</sent><status>Actual</status><msgType>Cancel</msgType><source>JSO</source><scope>Public</scope><addresses>6100 Ramar Ct.</addresses><code>IPAWSv1.0</code><references>200291_AlertJax_FL_Duval_County,1795916415634091,2024-09-14T11:41:01-04:00</r"
2024,124f511b-be76-4ac4-bf04-888988646280,2024-09-15T18:51:29.000Z,Alert,Civil Emergency Message,CEM,missing elderly,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>OnSolve-b0e265e7c6604093b65e3db46d635bec</identifier><sender>mconrad@spokanecounty.org</sender><sent>2024-09-15T14:51:29-04:00</sent><status>Actual</status><msgType>Alert</msgType><source>WA Spokane County Emergency Management</source><scope>Public</scope><code>IPAWSv1.0</code><info><language>en-US</language><category>Safety</category"
2024,3b6152eb-cb53-4e56-aad8-8dd38a91357d,2024-09-16T02:28:04.000Z,Alert,Local Area Emergency,LAE,missing elderly,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>WENS_IPAWS_CONNECT2202481522284</identifier><sender>200851</sender><sent>2024-09-15T22:28:04-04:00</sent><status>Actual</status><msgType>Alert</msgType><source>WENS IPAWS</source><scope>Public</scope><addresses></addresses><code>IPAWSv1.0</code><info><language>en-US</language><category>Safety</category><event>Local Area Emergency</eve"
2024,dd4e79d0-deb6-4ee6-88e9-a712a460bb40,2024-09-16T20:07:50.000Z,Alert,Law Enforcement Warning,LEW,endangered missing,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>1797943640256779</identifier><sender>200230_California_Highway_Patrol_CA_California_Highway_Patrol</sender><sent>2024-09-16T13:07:50-07:00</sent><status>Actual</status><msgType>Alert</msgType><source>California Highway Patrol</source><scope>Public</scope><code>IPAWSv1.0</code><info><language>en-US</language><category>Safety</category>"
2024,f1f6466f-3128-455a-bcc6-21b6c75c0cf8,2024-09-16T20:31:25.000Z,Cancel,Law Enforcement Warning,LEW,endangered missing,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>1797737481820411</identifier><sender>CA_California_Highway_Patrol</sender><sent>2024-09-16T13:31:25-07:00</sent><status>Actual</status><msgType>Cancel</msgType><source>California Highway Patrol</source><scope>Public</scope><code>IPAWSv1.0</code><references>200230_California_Highway_Patrol_CA_California_Highway_Patrol,1797943640256779,"
2024,19dbe14a-e2eb-463d-a6f9-d48eb31b987f,2024-09-16T20:36:39.000Z,Alert,Local Area Emergency,LAE,missing endangered,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>1795778976682889</identifier><sender>200291_AlertJax_FL_Duval_County</sender><sent>2024-09-16T16:36:39-04:00</sent><status>Actual</status><msgType>Alert</msgType><source>Law Enforcement</source><scope>Public</scope><addresses>500 E 60TH Street, Jacksonville, FL 32208</addresses><code>IPAWSv1.0</code><info><language>en-US</language><ca"
2024,b1688796-3002-4698-aabb-0e65589ba8e9,2024-09-16T20:48:41.000Z,Cancel,Local Area Emergency,LAE,missing endangered,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>1795778976682912</identifier><sender>FL_Duval_County</sender><sent>2024-09-16T16:48:41-04:00</sent><status>Actual</status><msgType>Cancel</msgType><source>Law Enforcement</source><scope>Public</scope><addresses>500 E 60TH Street, Jacksonville, FL 32208</addresses><code>IPAWSv1.0</code><references>200291_AlertJax_FL_Duval_County,179577"
2024,c4449136-c8d5-4e0d-beac-94e1ae184672,2024-09-18T21:35:45.000Z,Alert,local area emergency,LAE,dementia,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>GA.001_180_2024-09-18T17:35:45-04:00</identifier><sender>EMnet-GA.001</sender><sent>2024-09-18T17:35:45-04:00</sent><status>Actual</status><msgType>Alert</msgType><scope>Public</scope><code>IPAWSv1.0</code><info><language>en-US</language><category>Safety</category><event>local area emergency</event><urgency>Immediate</urgency><severit"
2024,bf2cc627-e225-4661-af1a-566bab894ea2,2024-09-19T01:58:34.000Z,Alert,local area emergency,LAE,dementia,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>GA.001_183_2024-09-18T21:58:34-04:00</identifier><sender>EMnet-GA.001</sender><sent>2024-09-18T21:58:34-04:00</sent><status>Actual</status><msgType>Alert</msgType><scope>Public</scope><code>IPAWSv1.0</code><info><language>en-US</language><category>Safety</category><event>local area emergency</event><urgency>Immediate</urgency><severit"
2024,948ccb7f-e2f7-495c-bb32-9c9a3ee7dbc5,2024-09-19T05:04:02.000Z,Alert,Administrative Message,ADR,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>AS-AZ-f3e7cee6-a0ee-4ced-a46b-1fa4077de1fe</identifier><sender>kcommisso@azdps.gov</sender><sent>2024-09-18T23:04:02-06:00</sent><status>Actual</status><msgType>Alert</msgType><source>AlertSense</source><scope>Public</scope><addresses></addresses><code>IPAWSv1.0</code><info><language>en-US</language><category>Other</category><event>Ad"
2024,84a13a5e-7ca6-4ef6-82e2-85f5e95117b6,2024-09-21T07:47:02.000Z,Alert,Administrative Message,ADR,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>AS-AZ-21b7adc6-5166-47c3-8b28-2bf81759a0a3</identifier><sender>droark@azdps.gov</sender><sent>2024-09-21T01:47:02-06:00</sent><status>Actual</status><msgType>Alert</msgType><source>AlertSense</source><scope>Public</scope><addresses></addresses><code>IPAWSv1.0</code><info><language>en-US</language><category>Other</category><event>Admin"
2024,295559de-72dd-42f8-9b91-5b99b5a4bdb2,2024-09-22T13:37:26.000Z,Alert,Local Area Emergency,LAE,missing endangered,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>1795778976688819</identifier><sender>200291_AlertJax_FL_Duval_County</sender><sent>2024-09-22T09:37:26-04:00</sent><status>Actual</status><msgType>Alert</msgType><source>JSO</source><scope>Public</scope><addresses>2400 block of Una Drive</addresses><code>IPAWSv1.0</code><info><language>en-US</language><category>Safety</category><event"
2024,3895f0cf-fb81-4e22-b093-93282c240698,2024-09-22T14:56:41.000Z,Cancel,Local Area Emergency,LAE,missing endangered,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>1795916415642102</identifier><sender>FL_Duval_County</sender><sent>2024-09-22T10:56:41-04:00</sent><status>Actual</status><msgType>Cancel</msgType><source>JSO</source><scope>Public</scope><addresses>2400 block of Una Drive</addresses><code>IPAWSv1.0</code><references>200291_AlertJax_FL_Duval_County,1795778976688819,2024-09-22T09:37:26"
2024,8a93fc6c-afb8-42ca-84fe-24ed57f4d4f2,2024-09-22T22:32:45.000Z,Alert,Law Enforcement Warning,LEW,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>1798012359861089</identifier><sender>201794_DCI_WI_Department_of_Justice</sender><sent>2024-09-22T17:32:45-05:00</sent><status>Actual</status><msgType>Alert</msgType><source>WI Department of Justice</source><scope>Public</scope><code>IPAWSv1.0</code><info><language>en-US</language><category>Safety</category><event>Law Enforcement Warn"
2024,2168d060-cc05-4a12-97a3-89c6ec3a27ca,2024-09-25T17:17:25.000Z,Alert,Law Enforcement Warning,LEW,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>1797943640414754</identifier><sender>201794_DCI_WI_Department_of_Justice</sender><sent>2024-09-25T12:17:25-05:00</sent><status>Actual</status><msgType>Alert</msgType><source>WI Department of Justice</source><scope>Public</scope><code>IPAWSv1.0</code><info><language>en-US</language><category>Safety</category><event>Law Enforcement Warn"
2024,61115b14-c5ce-49b4-9e17-d87ac4b3fe3e,2024-09-25T20:33:35.000Z,Cancel,Law Enforcement Warning,LEW,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>1797737481965691</identifier><sender>WI_Department_of_Justice</sender><sent>2024-09-25T15:33:35-05:00</sent><status>Actual</status><msgType>Cancel</msgType><source>WI Department of Justice</source><scope>Public</scope><code>IPAWSv1.0</code><references>201794_DCI_WI_Department_of_Justice,1797943640414754,2024-09-25T12:17:25-05:00</refe"
2024,4897dd6c-941e-43e8-81c3-95f76c778bca,2024-09-26T23:29:55.000Z,Alert,Law Enforcement Warning,LEW,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>1805777660566057</identifier><sender>200230_California_Highway_Patrol_CA_California_Highway_Patrol</sender><sent>2024-09-26T16:29:55-07:00</sent><status>Actual</status><msgType>Alert</msgType><source>California Highway Patrol</source><scope>Public</scope><code>IPAWSv1.0</code><info><language>en-US</language><category>Safety</category>"
2024,87c7e478-2a07-43fa-9d58-fdee55e37733,2024-09-27T01:37:45.000Z,Alert,Law Enforcement Warning,LEW,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>1805468422921928</identifier><sender>200230_California_Highway_Patrol_CA_California_Highway_Patrol</sender><sent>2024-09-26T18:37:45-07:00</sent><status>Actual</status><msgType>Alert</msgType><source>California Highway Patrol</source><scope>Public</scope><code>IPAWSv1.0</code><info><language>en-US</language><category>Safety</category>"
2024,a59b57ac-b90c-489a-8c92-7b19ecbb495f,2024-09-27T02:36:10.000Z,Alert,Law Enforcement Warning,LEW,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>1805640221613588</identifier><sender>200230_California_Highway_Patrol_CA_California_Highway_Patrol</sender><sent>2024-09-26T19:36:10-07:00</sent><status>Actual</status><msgType>Alert</msgType><source>California Highway Patrol</source><scope>Public</scope><code>IPAWSv1.0</code><info><language>en-US</language><category>Safety</category>"
2024,da1fc6dd-b27f-48a4-833b-d84bed604541,2024-09-27T10:56:39.000Z,Alert,Law Enforcement Warning,LEW,missing vulnerable,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>1805537142404120</identifier><sender>200141_VT-ALERT_VEM__DPS__VT</sender><sent>2024-09-27T06:56:39-04:00</sent><status>Actual</status><msgType>Alert</msgType><source>Everbridge</source><scope>Public</scope><code>IPAWSv1.0</code><info><language>en-US</language><category>Rescue</category><event>Law Enforcement Warning</event><urgency>I"
2024,82c1419a-48f6-4f13-b753-d3bb3400390d,2024-09-29T03:41:06.000Z,Alert,Law Enforcement Warning,LEW,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>1805777660602190</identifier><sender>200230_California_Highway_Patrol_CA_California_Highway_Patrol</sender><sent>2024-09-28T20:41:06-07:00</sent><status>Actual</status><msgType>Alert</msgType><source>California Highway Patrol</source><scope>Public</scope><code>IPAWSv1.0</code><info><language>en-US</language><category>Safety</category>"
2024,b6a929f6-f8d1-4721-9f8a-c088e9143188,2024-09-29T04:18:20.000Z,Cancel,Law Enforcement Warning,LEW,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>1805468422959328</identifier><sender>CA_California_Highway_Patrol</sender><sent>2024-09-28T21:18:20-07:00</sent><status>Actual</status><msgType>Cancel</msgType><source>California Highway Patrol</source><scope>Public</scope><code>IPAWSv1.0</code><references>200230_California_Highway_Patrol_CA_California_Highway_Patrol,1805777660602190,"
2024,4cbf90d8-9d79-43b5-bd07-1a9135c83039,2024-09-29T23:26:50.000Z,Alert,Administrative Message,ADR,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>AS-AZ-04fc0083-07c6-41c8-9144-ad10fb1f8a0f</identifier><sender>galegria@azdps.gov</sender><sent>2024-09-29T17:26:50-06:00</sent><status>Actual</status><msgType>Alert</msgType><source>AlertSense</source><scope>Public</scope><addresses></addresses><code>IPAWSv1.0</code><info><language>en-US</language><category>Other</category><event>Adm"
2024,3317d6fb-1bfb-4755-9077-7117c2d8cc2e,2024-09-30T16:23:10.000Z,Alert,Law Enforcement Warning,LEW,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>1805777660622986</identifier><sender>201794_DCI_WI_Department_of_Justice</sender><sent>2024-09-30T11:23:10-05:00</sent><status>Actual</status><msgType>Alert</msgType><source>WI Department of Justice</source><scope>Public</scope><code>IPAWSv1.0</code><info><language>en-US</language><category>Safety</category><event>Law Enforcement Warn"
2024,d2efebfe-67a1-4d3b-99ce-3929a9911ffb,2024-09-30T18:35:29.000Z,Alert,Law Enforcement Warning,LEW,dementia,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>OnSolve-e849bbe0fe30402eb28d1b131d71964a</identifier><sender>emergencymanagement@grand-island.com</sender><sent>2024-09-30T14:35:29-04:00</sent><status>Actual</status><msgType>Alert</msgType><source>NE Hall County-Grand Island Emergency Management Department</source><scope>Public</scope><code>IPAWSv1.0</code><info><language>en-US</lan"
2024,23093f79-66b5-4f3c-b296-b2e08ec58fa6,2024-09-30T19:34:25.000Z,Cancel,Law Enforcement Warning,LEW,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>1805537142452932</identifier><sender>WI_Department_of_Justice</sender><sent>2024-09-30T14:34:25-05:00</sent><status>Actual</status><msgType>Cancel</msgType><source>WI Department of Justice</source><scope>Public</scope><code>IPAWSv1.0</code><references>201794_DCI_WI_Department_of_Justice,1805777660622986,2024-09-30T11:23:10-05:00</refe"
2024,04287bc3-9e26-4597-9fd2-7e084d6443f1,2024-09-30T20:03:52.000Z,Cancel,Law Enforcement Warning,LEW,dementia,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>OnSolve-C-8bb62483e7174cd4a8057cd1e14df066</identifier><sender>emergencymanagement@grand-island.com</sender><sent>2024-09-30T16:03:52-04:00</sent><status>Actual</status><msgType>Cancel</msgType><source>NE Hall County-Grand Island Emergency Management Department</source><scope>Public</scope><code>IPAWSv1.0</code><references>emergencyma"
2024,0b4c0d6e-91fb-44b5-bf51-a40f5f7bc87b,2024-09-30T20:03:54.000Z,Cancel,Law Enforcement Warning,LEW,dementia,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>OnSolve-C-45d7cd1ebb7a454bb0a6d3c5890e7606</identifier><sender>emergencymanagement@grand-island.com</sender><sent>2024-09-30T16:03:54-04:00</sent><status>Actual</status><msgType>Cancel</msgType><source>NE Hall County-Grand Island Emergency Management Department</source><scope>Public</scope><code>IPAWSv1.0</code><references>emergencyma"
